
"dt","job_id","company_id","impression_1d","view_1d","apply_1d","hire_1d","uniq_user_1d"
"2025-12-18",1312,441,29,19,25,4,77
"2025-11-27",382,133,77,69,75,13,234
"2025-12-02",1219,409,27,27,20,8,82
"2025-12-08",1234,413,74,69,72,29,244
"2025-11-24",526,177,4,4,1,6,15
"2025-12-21",473,157,95,85,86,19,285
"2025-12-10",328,114,26,22,28,19,95
"2025-11-24",1029,341,91,89,68,12,260
"2025-12-22",1020,339,98,99,92,22,311
"2025-12-05",1208,406,90,85,87,35,297
"2025-11-27",1097,364,55,57,55,23,190
"2025-12-19",979,324,62,57,61,24,204
"2025-12-02",857,284,50,43,40,14,147
"2025-12-04",254,92,83,85,77,29,274
"2025-12-09",989,328,54,57,50,17,178
"2025-12-17",561,186,85,86,87,36,293
"2025-12-15",420,143,30,28,32,15,105
"2025-12-11",587,194,85,87,79,33,284
"2025-12-16",508,169,7,2,5,2,16
"2025-12-17",500,167,32,24,17,10,83
"2025-11-25",358,125,34,44,41,5,124
"2025-12-16",1384,465,95,98,96,29,318
"2025-11-25",1076,357,4,5,4,1,14
"2025-12-23",367,128,36,34,25,24,119
"2025-11-28",608,200,71,70,68,15,224
"2025-11-28",448,150,68,63,62,38,231
"2025-12-12",740,243,68,68,56,24,216
"2025-12-20",860,285,77,79,67,34,257
"2025-12-22",1200,403,78,76,78,28,260
"2025-12-07",196,71,90,97,96,12,295
"2025-12-08",595,196,33,41,46,4,124
"2025-12-13",178,66,94,87,90,46,317
"2025-12-05",1019,339,8,5,10,0,23
"2025-12-16",246,89,53,50,51,8,162
"2025-12-21",99,37,72,89,91,22,274
"2025-11-24",1247,417,93,93,89,57,332
"2025-11-27",175,65,4,2,3,0,9
"2025-12-15",1160,390,95,94,94,79,362
"2025-11-29",428,145,94,95,96,53,338
"2025-12-10",1191,401,96,94,96,27,313
"2025-12-07",1340,450,67,69,69,24,229
"2025-11-27",1289,434,36,33,29,6,104
"2025-12-08",947,315,17,14,14,6,51
"2025-12-10",1396,468,35,30,35,8,108
"2025-11-30",1048,349,62,75,63,38,238
"2025-12-17",1000,332,25,26,21,11,83
"2025-11-29",1412,477,12,14,15,10,51
"2025-12-07",401,139,76,77,81,6,240
"2025-12-13",14,6,23,16,25,16,80
"2025-12-01",1375,463,64,62,58,33,217
"2025-12-01",1114,370,10,15,11,9,45
"2025-12-08",524,176,21,23,23,10,77
"2025-11-29",1210,407,94,91,91,46,322
"2025-12-22",1297,436,57,65,50,26,198
"2025-12-10",203,73,21,20,14,10,65
"2025-12-07",414,142,72,78,83,12,245
"2025-11-30",859,285,20,17,23,8,68
"2025-12-05",1472,497,40,36,33,3,112
"2025-12-11",1192,401,77,83,73,40,273
"2025-12-07",794,262,12,14,13,2,41
"2025-12-21",442,149,14,9,14,8,45
"2025-12-07",477,158,30,36,39,27,132
"2025-12-01",1454,492,66,58,70,40,234
"2025-12-18",388,134,4,6,4,2,16
"2025-12-15",373,131,72,80,84,22,258
"2025-12-02",1395,468,19,16,19,6,60
"2025-12-18",187,68,42,46,52,18,158
"2025-12-09",1073,357,27,27,24,10,88
"2025-12-19",497,167,58,71,70,17,216
"2025-12-21",1052,350,31,24,41,6,102
"2025-12-02",55,21,42,35,37,21,135
"2025-12-06",523,175,76,71,70,25,242
"2025-11-28",458,153,38,47,46,9,140
"2025-12-04",1253,420,45,47,39,31,162
"2025-12-14",1195,402,60,51,58,20,189
"2025-12-17",213,77,29,30,29,16,104
"2025-12-03",1368,459,79,79,77,18,253
"2025-12-23",684,225,45,40,41,33,159
"2025-11-26",49,19,31,31,21,6,89
"2025-12-07",159,59,64,59,65,25,213
"2025-12-05",505,168,17,18,17,11,63
"2025-11-27",1337,450,11,13,17,3,44
"2025-12-01",1429,481,62,61,60,18,201
"2025-12-17",894,296,44,47,45,26,162
"2025-12-23",1316,443,27,28,24,8,87
"2025-12-13",634,209,20,18,22,8,68
"2025-12-15",27,10,71,73,9,1,153
"2025-12-03",1443,487,60,52,53,28,193
"2025-12-11",50,20,38,40,44,6,128
"2025-12-16",1002,333,29,21,33,17,100
"2025-12-06",150,55,52,59,57,5,173
"2025-12-17",1312,441,71,81,75,7,234
"2025-11-26",446,150,20,19,12,12,63
"2025-12-12",73,27,72,74,78,9,233
"2025-11-28",248,90,6,2,2,1,11
"2025-11-29",665,221,2,2,6,0,10
"2025-11-24",603,197,16,23,22,5,66
"2025-11-26",1217,408,50,57,50,12,169
"2025-12-14",765,252,80,78,75,18,250
"2025-11-27",489,164,74,68,60,27,229
"2025-12-04",570,188,31,33,45,18,127
"2025-12-15",1272,425,85,86,92,36,299
"2025-11-28",741,244,95,100,97,42,334
"2025-12-18",499,167,1,3,2,0,6
"2025-12-19",185,68,88,90,91,48,317
"2025-12-09",1376,464,13,17,10,4,44
"2025-12-05",355,124,44,37,37,11,129
"2025-12-17",1357,456,86,79,69,40,274
"2025-11-25",1311,441,39,43,39,2,123
"2025-12-04",10,4,25,34,31,8,98
"2025-12-14",532,178,23,21,27,5,76
"2025-12-11",408,141,23,13,17,14,67
"2025-12-10",269,96,84,75,86,43,288
"2025-11-23",291,101,65,65,70,21,221
"2025-12-10",1158,389,30,41,40,10,121
"2025-12-10",1044,347,13,12,15,8,48
"2025-12-05",1146,383,47,36,45,33,161
"2025-12-07",1328,448,4,4,3,4,15
"2025-12-08",984,326,70,73,73,8,224
"2025-12-05",398,137,46,31,31,11,119
"2025-12-11",904,301,14,17,21,4,56
"2025-12-07",943,314,89,91,93,27,300
"2025-12-14",25,10,82,90,94,6,272
"2025-12-13",1354,454,89,87,85,38,299
"2025-12-09",845,281,81,71,78,18,248
"2025-12-06",1043,347,68,59,58,34,219
"2025-12-05",1258,421,40,29,27,7,103
"2025-12-07",235,84,100,100,100,61,361
"2025-12-19",4,2,1,5,7,1,14
"2025-12-19",617,203,2,6,4,0,12
"2025-12-09",1172,396,76,70,74,49,269
"2025-12-10",585,194,94,95,95,47,331
"2025-12-15",1113,369,58,66,64,36,224
"2025-12-05",1203,405,89,86,83,29,287
"2025-12-17",1281,429,70,66,68,6,210
"2025-12-12",190,69,71,83,69,8,231
"2025-12-13",1023,340,10,5,5,7,27
"2025-12-22",1142,381,18,21,20,3,62
"2025-12-22",986,326,58,56,50,5,169
"2025-12-04",1075,357,50,51,47,19,167
"2025-12-17",431,146,6,5,6,1,18
"2025-12-21",82,30,70,61,54,23,208
"2025-12-01",111,41,84,84,78,36,282
"2025-12-16",1181,398,80,81,82,28,271
"2025-12-21",1276,427,3,8,9,3,23
"2025-12-10",21,9,28,29,34,22,113
"2025-12-04",138,51,50,54,57,7,168
"2025-12-02",820,274,6,3,9,0,18
"2025-11-25",1300,436,95,91,85,38,309
"2025-12-06",908,302,98,99,96,49,342
"2025-12-04",980,325,12,13,22,6,53
"2025-12-15",873,289,13,18,21,4,56
"2025-11-26",721,237,81,86,74,37,278
"2025-11-24",291,101,35,35,30,9,109
"2025-12-19",353,124,58,62,61,23,204
"2025-11-24",661,218,15,14,18,7,54
"2025-11-30",534,178,16,12,17,1,46
"2025-12-05",770,254,89,91,91,10,281
"2025-12-20",1096,363,78,80,78,37,273
"2025-12-02",417,143,88,95,83,15,281
"2025-12-07",440,148,90,89,92,46,317
"2025-12-21",479,159,65,48,49,23,185
"2025-12-06",531,178,19,29,25,2,75
"2025-12-17",1204,405,42,42,50,17,151
"2025-12-04",564,186,10,5,11,1,27
"2025-11-25",1235,414,68,78,71,26,243
"2025-12-17",776,255,61,51,54,12,178
"2025-12-09",139,52,44,43,34,27,148
"2025-12-11",576,190,69,60,75,15,219
"2025-12-09",244,87,12,7,7,1,27
"2025-11-24",336,117,73,74,78,7,232
"2025-12-12",1207,406,43,42,39,8,132
"2025-12-13",635,210,16,16,20,10,62
"2025-12-03",1092,361,32,31,36,7,106
"2025-11-27",939,312,13,16,9,6,44
"2025-11-29",240,85,97,94,96,20,307
"2025-11-29",339,118,76,76,69,29,250
"2025-11-25",429,146,44,52,46,27,169
"2025-12-09",1143,382,29,24,24,10,87
"2025-12-03",752,247,31,30,31,9,101
"2025-12-23",1462,494,42,34,44,11,131
"2025-12-08",1347,452,76,68,73,30,247
"2025-12-07",262,94,21,31,20,4,76
"2025-11-30",558,185,54,44,43,19,160
"2025-12-03",327,114,9,9,6,5,29
"2025-12-16",1136,379,13,18,21,6,58
"2025-12-10",515,171,43,46,35,10,134
"2025-12-01",1275,427,98,97,96,42,332
"2025-12-05",1465,495,76,74,77,25,252
"2025-12-17",716,235,48,50,40,20,158
"2025-11-30",23,9,9,10,8,7,34
"2025-12-17",337,117,29,18,27,5,79
"2025-12-07",630,207,33,29,44,7,113
"2025-11-29",893,296,88,93,89,43,312
"2025-11-25",1310,440,41,46,43,20,150
"2025-12-06",1164,391,73,74,78,29,254
"2025-12-14",975,323,27,38,34,16,115
"2025-11-24",1327,447,19,16,15,5,55
"2025-12-02",1129,377,75,84,72,33,264
"2025-12-09",461,154,65,72,71,32,240
"2025-12-12",1477,498,34,32,34,9,109
"2025-12-18",987,327,60,58,69,11,198
"2025-12-17",290,101,4,6,5,4,19
"2025-12-15",270,96,94,88,92,52,326
"2025-12-01",514,171,38,27,33,9,107
"2025-12-09",7,3,54,48,53,38,193
"2025-12-21",1441,485,93,89,96,23,301
"2025-12-23",1030,341,84,87,77,22,269
"2025-12-16",69,26,46,54,44,27,171
"2025-12-11",171,63,42,32,30,8,112
"2025-12-12",746,246,34,31,35,6,105
"2025-12-19",282,100,81,81,70,17,247
"2025-12-02",1331,448,86,90,90,48,313
"2025-12-20",81,30,18,12,9,6,45
"2025-12-16",452,152,74,70,66,39,249
"2025-11-26",512,170,85,86,84,50,305
"2025-12-16",1469,495,55,45,43,30,173
"2025-11-27",174,65,93,99,99,24,315
"2025-12-09",1241,416,25,23,30,7,85
"2025-12-02",230,83,20,21,17,10,68
"2025-12-03",851,283,21,20,15,6,62
"2025-12-20",206,75,100,100,100,31,331
"2025-12-23",1074,357,62,56,63,31,212
"2025-12-21",628,207,100,100,100,47,347
"2025-12-08",1141,380,60,67,62,30,219
"2025-12-13",115,43,61,56,59,12,187
"2025-11-27",1288,434,6,8,3,2,19
"2025-12-19",463,154,55,49,61,31,196
"2025-12-20",1267,424,54,52,52,35,193
"2025-12-02",1094,363,23,27,32,15,97
"2025-12-01",488,164,38,46,42,15,141
"2025-12-10",1432,483,19,22,28,13,82
"2025-11-25",955,317,53,56,62,29,200
"2025-12-12",597,196,83,86,85,15,269
"2025-12-07",1364,458,30,38,35,3,106
"2025-11-29",1413,477,89,85,88,51,313
"2025-11-28",1260,421,83,73,82,18,256
"2025-12-04",1466,495,80,78,89,29,276
"2025-12-05",527,177,56,63,52,17,188
"2025-12-23",639,211,72,72,71,50,265
"2025-12-03",1449,490,3,3,2,2,10
"2025-12-11",1334,449,88,74,81,52,295
"2025-12-01",1361,458,89,94,91,12,286
"2025-12-01",695,230,34,33,41,19,127
"2025-12-15",586,194,68,66,63,23,220
"2025-12-11",223,81,53,56,51,24,184
"2025-12-10",411,141,37,58,51,41,187
"2025-12-12",176,65,31,40,28,3,102
"2025-12-22",1014,337,29,33,36,29,127
"2025-11-29",742,244,82,85,90,32,289
"2025-12-21",701,231,14,10,18,5,47
"2025-12-15",1090,360,100,100,100,33,332
"2025-12-10",20,8,88,92,92,17,289
"2025-12-02",54,21,83,77,70,35,265
"2025-11-29",1137,379,55,73,63,13,204
"2025-12-21",478,158,9,13,11,9,42
"2025-12-22",1173,396,41,32,34,20,127
"2025-12-01",221,81,34,37,22,19,112
"2025-12-05",1423,480,19,22,25,9,75
"2025-12-10",165,61,62,60,60,11,193
"2025-12-02",545,181,28,22,24,10,84
"2025-12-12",113,42,87,88,81,33,288
"2025-11-28",386,134,93,89,91,35,308
"2025-12-01",259,93,35,27,37,15,114
"2025-12-16",887,294,56,56,58,24,194
"2025-12-14",1270,424,35,40,37,22,134
"2025-12-08",675,223,62,62,62,37,223
"2025-11-25",1349,452,35,38,35,20,127
"2025-12-05",673,222,61,63,54,14,192
"2025-11-30",872,289,39,31,22,5,97
"2025-11-23",1327,447,81,84,85,35,285
"2025-12-16",978,324,56,47,54,17,174
"2025-12-18",944,314,39,47,41,17,144
"2025-11-27",785,258,82,79,79,16,256
"2025-12-09",501,168,100,100,100,70,370
"2025-12-13",705,232,33,47,43,27,150
"2025-12-04",1317,443,100,100,100,29,329
"2025-12-18",498,167,45,54,45,16,160
"2025-12-12",394,136,86,83,83,14,266
"2025-12-03",795,263,62,69,66,43,240
"2025-12-06",580,191,54,39,48,23,164
"2025-12-12",834,277,38,33,36,22,129
"2025-11-30",1188,400,3,4,2,0,9
"2025-12-11",1100,366,57,61,49,6,173
"2025-12-03",1227,411,15,16,23,5,59
"2025-11-28",357,125,73,72,65,19,228
"2025-12-11",320,112,21,18,19,2,60
"2025-12-07",1131,377,14,23,22,9,68
"2025-11-29",1457,492,57,61,60,37,215
"2025-12-20",762,251,10,11,14,10,45
"2025-12-03",1120,372,62,66,67,48,243
"2025-12-16",274,97,73,74,80,28,255
"2025-11-28",449,151,66,60,55,6,187
"2025-12-09",714,235,34,39,34,12,119
"2025-12-16",177,66,19,14,19,6,58
"2025-11-27",472,157,51,48,53,9,161
"2025-12-18",669,221,40,35,31,23,129
"2025-12-22",1464,494,14,16,17,4,51
"2025-12-20",801,265,75,69,71,30,245
"2025-11-30",766,253,36,41,43,7,127
"2025-12-12",1081,358,58,66,61,42,227
"2025-11-30",17,7,89,84,86,11,269
"2025-11-28",242,86,23,20,22,16,81
"2025-12-16",1417,478,33,35,25,18,111
"2025-12-09",78,29,72,80,76,11,239
"2025-12-01",1360,457,12,8,18,5,43
"2025-12-16",783,258,83,89,95,21,288
"2025-12-02",917,306,68,76,69,21,234
"2025-12-14",24,10,72,75,75,9,231
"2025-11-26",227,82,22,18,23,4,67
"2025-12-06",443,149,10,16,9,6,41
"2025-11-28",888,294,60,64,68,21,213
"2025-12-20",476,158,49,47,46,29,171
"2025-12-13",124,47,55,49,52,20,176
"2025-12-08",1179,398,16,13,24,7,60
"2025-11-25",1025,340,33,34,38,16,121
"2025-11-28",666,221,17,25,34,10,86
"2025-11-24",297,104,62,61,58,22,203
"2025-12-19",1463,494,47,53,50,17,167
"2025-12-07",542,180,65,61,57,42,225
"2025-11-27",1194,402,14,9,7,2,32
"2025-12-09",180,67,81,90,77,25,273
"2025-12-02",413,142,86,80,85,13,264
"2025-11-27",1401,471,31,29,27,8,95
"2025-12-14",642,212,34,23,30,12,99
"2025-12-21",1295,435,13,12,13,2,40
"2025-12-14",810,270,37,43,34,8,122
"2025-12-01",310,110,53,59,63,23,198
"2025-12-15",1166,393,69,68,78,6,221
"2025-12-11",696,230,23,43,41,12,119
"2025-12-12",191,69,33,41,33,13,120
"2025-12-14",1435,484,45,48,48,22,163
"2025-11-28",1459,493,26,22,10,6,64
"2025-12-15",490,165,5,1,4,2,12
"2025-12-09",1147,383,91,85,86,40,302
"2025-11-26",1286,433,73,80,77,20,250
"2025-11-26",692,228,51,54,48,28,181
"2025-12-19",364,127,75,66,63,21,225
"2025-11-25",457,153,82,79,81,33,274
"2025-12-09",883,292,96,95,96,27,314
"2025-12-20",482,161,17,17,16,16,66
"2025-12-23",846,281,76,65,77,9,227
"2025-12-16",1171,395,83,82,88,13,266
"2025-12-06",909,302,62,55,50,33,200
"2025-12-13",1083,359,5,2,6,1,14
"2025-12-21",789,260,19,28,23,4,74
"2025-12-15",146,55,89,90,89,15,283
"2025-12-08",426,145,18,16,9,10,53
"2025-12-13",1482,499,23,19,11,3,56
"2025-12-14",579,191,50,59,53,14,176
"2025-12-09",618,203,80,86,79,20,265
"2025-12-05",65,24,64,66,74,37,241
"2025-12-16",997,331,63,66,68,35,232
"2025-11-26",1433,484,69,69,74,28,240
"2025-12-20",1117,372,4,2,6,2,14
"2025-12-12",679,224,99,99,97,34,329
"2025-12-12",1301,437,92,93,91,39,315
"2025-12-23",712,235,16,12,11,8,47
"2025-12-03",753,247,25,16,28,3,72
"2025-12-14",19,7,45,47,40,10,142
"2025-12-03",234,84,73,63,68,34,238
"2025-12-09",292,102,55,64,68,19,206
"2025-12-01",551,183,23,27,22,9,81
"2025-12-13",1078,358,38,41,45,22,146
"2025-11-24",1169,395,93,94,91,9,287
"2025-11-30",22,9,29,25,25,12,91
"2025-11-25",45,16,8,8,4,3,23
"2025-12-05",844,281,32,35,48,12,127
"2025-12-02",824,275,6,6,11,4,27
"2025-12-23",120,45,23,19,23,4,69
"2025-12-21",971,322,46,42,41,16,145
"2025-11-27",831,277,15,14,13,10,52
"2025-12-11",1103,367,11,10,8,9,38
"2025-12-12",1478,498,50,31,37,5,123
"2025-12-11",874,290,11,17,18,2,48
"2025-12-11",585,194,6,5,5,3,19
"2025-12-18",617,203,98,94,96,26,314
"2025-12-08",1172,396,24,30,26,17,97
"2025-12-04",1203,405,11,14,17,7,49
"2025-12-07",908,302,2,1,4,2,9
"2025-11-24",1300,436,5,9,15,5,34
"2025-12-05",138,51,50,46,43,3,142
"2025-12-03",820,274,94,97,91,13,295
"2025-12-20",1276,427,97,92,91,38,318
"2025-12-16",431,146,94,95,94,34,317
"2025-11-30",111,41,16,16,22,6,60
"2025-12-08",244,87,88,93,93,16,290
"2025-12-10",576,190,31,40,25,13,109
"2025-11-25",336,117,27,26,22,1,76
"2025-11-24",385,134,3,5,10,1,19
"2025-11-27",256,93,54,58,47,14,173
"2025-12-21",1096,363,22,20,22,10,74
"2025-12-05",564,186,90,95,89,30,304
"2025-12-16",1204,405,58,58,50,19,185
"2025-12-04",770,254,11,9,9,1,30
"2025-12-01",534,178,84,88,83,10,265
"2025-11-27",721,237,19,14,26,8,67
"2025-11-25",661,218,85,86,82,32,285
"2025-12-18",353,124,42,38,39,10,129
"2025-12-06",262,94,79,69,80,16,244
"2025-12-22",1462,494,58,66,56,25,205
"2025-12-09",1347,452,24,32,27,9,92
"2025-12-04",1465,495,24,26,23,11,84
"2025-12-01",23,9,91,90,92,55,328
"2025-12-17",1136,379,87,82,79,19,267
"2025-11-29",286,100,96,96,98,22,312
"2025-12-03",1196,403,100,100,100,51,351
"2025-11-28",143,54,52,56,49,12,169
"2025-12-08",1085,359,66,77,72,41,256
"2025-11-28",240,85,3,6,4,1,14
"2025-11-28",339,118,24,24,31,17,96
"2025-12-02",752,247,69,70,69,7,215
"2025-11-26",168,62,5,13,13,8,39
"2025-11-24",429,146,56,48,54,33,191
"2025-12-13",247,90,77,79,86,11,253
"2025-12-12",635,210,84,84,80,29,277
"2025-12-19",594,195,39,39,47,30,155
"2025-12-05",991,328,89,81,76,32,278
"2025-12-22",1140,380,69,71,69,15,223
"2025-12-05",422,144,53,49,54,31,187
"2025-12-07",1446,489,25,29,25,4,83
"2025-12-17",717,236,83,96,89,38,306
"2025-12-19",499,167,99,97,98,27,321
"2025-12-18",77,29,2,8,2,0,12
"2025-12-08",1376,464,87,83,90,33,292
"2025-12-20",1369,460,40,37,37,23,137
"2025-12-12",387,134,48,47,46,14,155
"2025-12-11",1044,347,87,88,85,52,312
"2025-12-13",362,126,10,13,11,5,39
"2025-12-06",1328,448,96,96,97,65,354
"2025-11-23",385,134,97,95,90,36,318
"2025-11-30",101,38,69,76,77,33,255
"2025-12-08",1320,445,98,93,92,50,333
"2025-12-11",1158,389,70,59,60,7,196
"2025-12-15",556,185,76,79,83,25,263
"2025-12-01",809,270,61,62,66,18,207
"2025-12-01",222,81,18,19,23,10,70
"2025-12-06",918,307,3,4,4,3,14
"2025-12-15",407,141,61,63,59,43,226
"2025-12-06",229,83,71,72,67,41,251
"2025-12-05",351,122,32,40,27,11,110
"2025-12-13",632,209,55,57,48,20,180
"2025-12-04",398,137,54,69,69,17,209
"2025-12-09",984,326,30,27,27,4,88
"2025-12-10",904,301,86,83,79,37,285
"2025-12-13",610,201,66,71,82,14,233
"2025-12-04",1258,421,60,71,73,19,223
"2025-12-14",693,229,44,43,38,23,147
"2025-12-21",822,274,12,15,14,1,42
"2025-11-28",345,121,4,7,12,7,30
"2025-12-08",1073,357,73,73,76,31,253
"2025-11-27",1189,401,21,16,23,4,64
"2025-12-19",187,68,58,54,48,23,183
"2025-12-18",497,167,42,29,30,13,114
"2025-11-28",743,244,29,20,33,11,93
"2025-12-14",373,131,28,20,16,2,66
"2025-12-06",477,158,70,64,61,35,230
"2025-12-19",388,134,96,94,96,31,317
"2025-11-30",1454,492,34,42,30,21,127
"2025-12-06",794,262,88,86,87,12,273
"2025-12-10",1192,401,23,17,27,9,76
"2025-12-22",684,225,55,60,59,38,212
"2025-12-10",470,157,30,27,37,2,96
"2025-11-24",456,152,62,56,57,36,211
"2025-12-03",55,21,58,65,63,33,219
"2025-12-22",283,100,34,31,22,15,102
"2025-11-27",1399,470,15,19,10,4,48
"2025-12-12",634,209,80,82,78,23,263
"2025-12-03",157,58,6,11,10,2,29
"2025-11-30",1434,484,100,100,100,49,349
"2025-11-24",1184,399,65,53,68,14,200
"2025-12-13",1315,442,74,85,74,26,258
"2025-12-22",1316,443,73,72,76,19,240
"2025-12-01",901,300,22,17,22,17,78
"2025-12-05",956,318,22,14,20,4,60
"2025-11-26",1337,450,89,87,83,32,291
"2025-11-30",1429,481,38,39,40,19,136
"2025-12-15",1047,348,89,87,77,48,301
"2025-12-06",159,59,36,41,35,19,131
"2025-12-01",321,112,77,84,81,52,294
"2025-12-12",998,331,32,23,20,11,86
"2025-11-25",603,197,84,77,78,17,256
"2025-12-05",570,188,69,67,55,24,215
"2025-12-15",765,252,20,22,25,8,75
"2025-11-28",665,221,98,98,94,49,339
"2025-11-29",1232,412,56,64,67,30,217
"2025-12-14",583,193,69,70,71,28,238
"2025-11-24",250,91,88,86,92,52,318
"2025-12-08",352,123,88,84,82,23,277
"2025-12-09",43,16,4,4,6,0,14
"2025-11-27",446,150,80,81,88,52,301
"2025-12-10",50,20,62,60,56,11,189
"2025-12-17",1002,333,71,79,67,40,256
"2025-12-08",8,4,63,50,53,19,185
"2025-12-17",1384,465,5,2,4,1,12
"2025-12-16",500,167,68,76,83,20,247
"2025-11-24",358,125,66,56,59,15,196
"2025-11-24",1076,357,96,95,96,45,332
"2025-12-16",561,186,15,14,13,6,48
"2025-12-14",420,143,70,72,68,6,216
"2025-12-19",1015,337,80,70,74,37,261
"2025-11-28",1324,446,18,28,25,21,92
"2025-12-01",1269,424,47,52,38,31,168
"2025-12-05",254,92,17,15,23,6,61
"2025-11-23",250,91,12,14,8,5,39
"2025-12-04",1019,339,92,95,90,27,304
"2025-12-11",444,150,9,8,15,11,43
"2025-12-10",484,161,100,100,100,64,364
"2025-11-23",1184,399,35,47,32,9,123
"2025-12-09",595,196,67,59,54,8,188
"2025-12-22",367,128,64,66,75,22,227
"2025-11-29",608,200,29,30,32,5,96
"2025-11-23",456,152,38,44,43,31,156
"2025-12-11",1396,468,65,70,65,22,222
"2025-12-09",947,315,83,86,86,33,287
"2025-11-26",1289,434,64,67,71,15,217
"2025-12-16",1309,440,84,80,84,56,304
"2025-11-28",428,145,6,5,4,1,16
"2025-12-11",1191,401,4,6,4,3,17
"2025-11-25",1247,417,7,7,11,6,31
"2025-12-20",99,37,28,11,9,7,55
"2025-12-14",1398,469,76,74,78,38,266
"2025-12-04",1472,497,60,64,67,11,201
"2025-12-19",1255,420,66,55,55,30,206
"2025-12-01",36,14,84,89,89,20,282
"2025-11-28",1210,407,6,9,9,6,30
"2025-12-06",414,142,28,22,17,6,73
"2025-12-02",56,21,70,73,72,44,259
"2025-12-16",1000,332,75,74,79,22,250
"2025-12-06",401,139,24,23,19,2,68
"2025-11-29",1459,493,74,78,90,10,252
"2025-12-15",1435,484,55,52,52,28,187
"2025-12-07",1119,372,3,2,5,2,12
"2025-12-13",191,69,67,59,67,18,211
"2025-11-26",1407,475,78,64,74,36,252
"2025-12-09",11,4,40,42,31,7,120
"2025-12-15",810,270,63,57,66,22,208
"2025-12-11",486,163,82,84,88,27,281
"2025-12-11",533,178,45,46,55,11,157
"2025-12-03",204,74,58,49,54,31,192
"2025-12-13",707,233,41,45,41,14,141
"2025-12-02",96,36,65,57,66,34,222
"2025-12-20",789,260,81,72,77,10,240
"2025-12-14",146,55,11,10,11,2,34
"2025-12-22",846,281,24,35,23,10,92
"2025-12-03",95,36,100,100,100,38,338
"2025-11-30",202,73,25,23,24,10,82
"2025-12-08",883,292,4,5,4,1,14
"2025-12-08",1147,383,9,15,14,9,47
"2025-12-16",430,146,42,54,50,29,175
"2025-12-21",1117,372,96,98,94,52,340
"2025-12-17",633,209,74,75,77,28,254
"2025-11-24",275,98,47,62,53,7,169
"2025-12-08",618,203,20,14,21,6,61
"2025-12-04",65,24,36,34,26,8,104
"2025-12-17",997,331,37,34,32,12,115
"2025-12-15",579,191,50,41,47,19,157
"2025-12-12",1482,499,77,81,89,2,249
"2025-12-22",120,45,77,81,77,7,242
"2025-11-28",835,278,78,83,83,20,264
"2025-12-07",867,287,44,50,53,22,169
"2025-11-30",551,183,77,73,78,27,255
"2025-12-12",1078,358,62,59,55,35,211
"2025-11-25",1169,395,7,6,9,0,22
"2025-11-27",1431,483,69,71,78,35,253
"2025-11-27",88,32,90,80,93,31,294
"2025-12-02",753,247,75,84,72,13,244
"2025-12-15",19,7,55,53,60,5,173
"2025-12-08",292,102,45,36,32,4,117
"2025-11-26",224,81,60,66,52,23,201
"2025-12-22",5,2,54,63,47,24,188
"2025-11-29",249,91,79,73,78,35,265
"2025-12-22",712,235,84,88,89,47,308
"2025-12-06",1131,377,86,77,78,32,273
"2025-12-16",1250,418,6,1,5,2,14
"2025-12-10",1100,366,43,39,51,10,143
"2025-12-07",580,191,46,61,52,30,189
"2025-12-19",944,314,61,53,59,20,193
"2025-12-22",836,278,29,22,43,5,99
"2025-12-01",17,7,11,16,14,2,43
"2025-11-23",275,98,53,38,30,7,128
"2025-11-26",472,157,49,52,47,9,157
"2025-12-17",274,97,27,26,20,6,79
"2025-12-20",916,305,38,39,46,9,132
"2025-11-29",1150,384,77,69,77,20,243
"2025-12-10",936,312,4,2,6,4,16
"2025-12-19",669,221,60,65,69,25,219
"2025-11-26",87,32,20,18,19,2,59
"2025-11-26",315,111,100,100,100,16,316
"2025-11-29",888,294,40,36,32,16,124
"2025-12-21",476,158,51,53,54,30,188
"2025-12-12",124,47,45,51,48,14,158
"2025-11-30",1065,353,94,95,95,18,302
"2025-12-17",783,258,17,11,5,2,35
"2025-12-03",530,178,100,100,100,14,314
"2025-11-29",242,86,77,80,78,42,276
"2025-11-30",902,300,27,45,30,17,119
"2025-11-26",1401,471,69,71,73,6,219
"2025-12-16",1214,408,46,40,46,13,145
"2025-12-04",1084,359,97,94,98,58,347
"2025-12-06",921,308,55,55,49,11,170
"2025-12-07",1221,409,66,70,72,28,236
"2025-11-26",1194,402,86,91,93,40,310
"2025-12-09",1179,398,84,87,76,22,269
"2025-11-25",297,104,38,39,42,9,128
"2025-12-18",1463,494,53,47,50,11,161
"2025-11-28",742,244,18,15,10,1,44
"2025-12-12",1479,499,8,7,3,0,18
"2025-12-16",718,236,61,50,52,17,180
"2025-12-20",701,231,86,90,82,46,304
"2025-12-21",942,314,32,44,40,6,122
"2025-12-13",176,65,69,60,72,14,215
"2025-12-14",586,194,32,34,37,16,119
"2025-12-15",155,58,72,67,65,50,254
"2025-12-04",421,144,79,76,72,38,265
"2025-12-01",102,38,36,37,41,21,135
"2025-12-09",1323,445,58,52,43,28,181
"2025-12-16",510,170,23,16,18,10,67
"2025-11-25",976,324,9,5,1,1,16
"2025-12-19",211,76,26,22,27,8,83
"2025-11-26",871,289,47,45,46,7,145
"2025-12-11",169,62,7,5,7,3,22
"2025-12-18",1475,497,52,50,47,14,163
"2025-12-11",20,8,12,8,8,3,31
