job_id,company_id,job_type,job_level,job_function,city,salary_min_k,salary_max_k,target_top10,online_days,urgency,hot_function,industry,company_size,funding_stage,brand_level,salary_level,intl_flag,top10_talent_ratio,avg_apply_cnt,hire_rate,overall_rating,work_life_balance_score,salary_competitiveness,resume_response_rate,resume_response_time,offer_conversion_rate,talent_care_index,enterprise_tier,impression_cnt,view_cnt,apply_cnt,hire_cnt,price_label,salary_avg_k
286,100,全职,高级,数据分析,北京,34,43,0,52,1,1,咨询,200,B轮,1,1,0,0.085,140,0.146,3.46,2.7,3.27,0.272,5.4,0.2,0.182,T3,740,673,172,22,226.41,38.5
287,101,全职,初级,后端开发,杭州,23,29,1,45,3,1,咨询,50,上市公司,1,1,1,0.294,71,0.173,3.53,4.81,2.66,0.726,5.23,0.54,0.557,T3,746,709,178,28,301.15,26.0
288,101,全职,中级,运营,广州,13,19,0,56,1,0,咨询,50,上市公司,1,1,1,0.294,71,0.173,3.53,4.81,2.66,0.726,5.23,0.54,0.557,T3,671,562,148,27,290.33,16.0
289,101,全职,高级,前端开发,新加坡,24,34,0,54,1,0,咨询,50,上市公司,1,1,1,0.294,71,0.173,3.53,4.81,2.66,0.726,5.23,0.54,0.557,T3,612,455,92,7,262.46,29.0
290,101,全职,高级,后端开发,北京,33,40,0,13,2,1,咨询,50,上市公司,1,1,1,0.294,71,0.173,3.53,4.81,2.66,0.726,5.23,0.54,0.557,T3,743,668,191,34,305.29,36.5
291,101,全职,初级,前端开发,杭州,21,31,0,23,2,0,咨询,50,上市公司,1,1,1,0.294,71,0.173,3.53,4.81,2.66,0.726,5.23,0.54,0.557,T3,676,565,151,30,291.51,26.0
292,102,全职,初级,后端开发,广州,28,40,0,30,1,1,互联网,500,A轮,1,1,1,0.438,150,0.121,4.11,3.31,2.94,0.834,6.15,0.197,0.426,T3,801,760,213,23,335.06,34.0
293,102,全职,中级,前端开发,杭州,12,15,1,47,1,0,互联网,500,A轮,1,1,1,0.438,150,0.121,4.11,3.31,2.94,0.834,6.15,0.197,0.426,T3,614,514,142,19,311.28,13.5
294,102,全职,高级,运营,北京,29,43,0,36,1,0,互联网,500,A轮,1,1,1,0.438,150,0.121,4.11,3.31,2.94,0.834,6.15,0.197,0.426,T3,779,732,212,23,334.79,36.0
295,103,全职,中级,后端开发,上海,37,49,0,41,3,1,互联网,500,C轮及以上,4,1,0,0.316,204,0.247,3.4,2.82,2.51,0.72,1.73,0.257,0.342,T2,807,765,232,53,374.41,43.0
296,103,全职,中级,后端开发,深圳,20,28,1,36,3,1,互联网,500,C轮及以上,4,1,0,0.316,204,0.247,3.4,2.82,2.51,0.72,1.73,0.257,0.342,T2,737,694,201,55,364.6,24.0
297,104,全职,初级,运营,深圳,32,40,1,30,3,0,互联网,1000,C轮及以上,4,5,0,0.152,170,0.149,3.59,3.61,3.61,0.573,3.11,0.41,0.474,T1,747,699,228,31,323.15,36.0
298,104,全职,高级,后端开发,杭州,16,23,0,35,3,1,互联网,1000,C轮及以上,4,5,0,0.152,170,0.149,3.59,3.61,3.61,0.573,3.11,0.41,0.474,T1,774,734,234,42,324.93,19.5
299,104,全职,初级,产品经理,新加坡,29,43,0,45,1,0,互联网,1000,C轮及以上,4,5,0,0.152,170,0.149,3.59,3.61,3.61,0.573,3.11,0.41,0.474,T1,790,757,209,38,317.2,36.0
300,104,全职,中级,前端开发,新加坡,14,17,0,44,3,0,互联网,1000,C轮及以上,4,5,0,0.152,170,0.149,3.59,3.61,3.61,0.573,3.11,0.41,0.474,T1,722,685,212,31,318.18,15.5
301,105,全职,高级,前端开发,深圳,19,32,1,14,3,0,互联网,50,C轮及以上,3,1,0,0.223,142,0.178,3.47,2.61,2.71,0.802,6.66,0.419,0.341,T2,783,741,202,38,324.85,25.5
302,106,全职,初级,后端开发,上海,27,34,0,42,3,1,教育,200,A轮,2,5,0,0.253,244,0.113,4.9,4.21,4.21,0.686,3.08,0.45,0.735,T2,713,676,211,30,319.12,30.5
303,107,全职,初级,产品经理,新加坡,39,46,0,14,1,0,制造业,500,A轮,5,5,0,0.311,157,0.297,4.89,4.76,3.09,0.207,1.31,0.156,0.512,T1,788,759,246,78,395.3,42.5
304,107,全职,中级,前端开发,杭州,20,32,1,21,2,0,制造业,500,A轮,5,5,0,0.311,157,0.297,4.89,4.76,3.09,0.207,1.31,0.156,0.512,T1,727,695,192,57,377.53,26.0
305,107,全职,初级,后端开发,杭州,20,30,0,50,2,1,制造业,500,A轮,5,5,0,0.311,157,0.297,4.89,4.76,3.09,0.207,1.31,0.156,0.512,T1,776,737,242,64,394.12,25.0
306,108,全职,中级,运营,上海,15,23,1,55,3,0,制造业,50,上市公司,5,1,1,0.392,190,0.123,4.22,4.59,4.86,0.476,3.92,0.525,0.685,T1,801,760,227,24,406.13,19.0
307,109,全职,初级,产品经理,北京,31,42,0,39,1,0,互联网,500,天使轮,5,3,0,0.094,222,0.243,4.85,2.82,4.68,0.796,1.21,0.366,0.681,T1,757,711,213,60,299.24,36.5
308,109,全职,高级,产品经理,广州,15,23,1,59,2,0,互联网,500,天使轮,5,3,0,0.094,222,0.243,4.85,2.82,4.68,0.796,1.21,0.366,0.681,T1,782,736,220,57,301.56,19.0
309,109,全职,高级,产品经理,深圳,38,45,0,50,2,0,互联网,500,天使轮,5,3,0,0.094,222,0.243,4.85,2.82,4.68,0.796,1.21,0.366,0.681,T1,744,709,205,62,296.5,41.5
310,110,全职,初级,前端开发,深圳,39,53,1,28,1,0,制造业,3000,上市公司,3,4,0,0.45,59,0.157,4.57,2.82,3.22,0.442,1.82,0.336,0.445,T2,786,749,218,33,375.57,46.0
311,110,全职,初级,数据分析,广州,14,28,0,15,3,1,制造业,3000,上市公司,3,4,0,0.45,59,0.157,4.57,2.82,3.22,0.442,1.82,0.336,0.445,T2,714,685,203,34,370.92,21.0
312,110,全职,初级,前端开发,新加坡,34,42,1,47,2,0,制造业,3000,上市公司,3,4,0,0.45,59,0.157,4.57,2.82,3.22,0.442,1.82,0.336,0.445,T2,782,748,227,44,378.2,38.0
313,110,全职,初级,数据分析,新加坡,15,29,1,7,2,1,制造业,3000,上市公司,3,4,0,0.45,59,0.157,4.57,2.82,3.22,0.442,1.82,0.336,0.445,T2,737,710,204,27,371.24,22.0
314,111,全职,初级,产品经理,北京,14,18,0,21,3,0,制造业,500,B轮,4,2,0,0.056,277,0.102,4.18,4.53,4.46,0.225,6.99,0.591,0.553,T1,718,671,203,18,262.5,16.0
315,111,全职,中级,运营,深圳,29,41,1,23,1,0,制造业,500,B轮,4,2,0,0.056,277,0.102,4.18,4.53,4.46,0.225,6.99,0.591,0.553,T1,754,721,183,16,262.5,35.0
316,111,全职,中级,前端开发,北京,31,37,1,17,3,0,制造业,500,B轮,4,2,0,0.056,277,0.102,4.18,4.53,4.46,0.225,6.99,0.591,0.553,T1,740,706,218,21,262.5,34.0
317,111,全职,高级,数据分析,新加坡,12,22,0,41,3,1,制造业,500,B轮,4,2,0,0.056,277,0.102,4.18,4.53,4.46,0.225,6.99,0.591,0.553,T1,779,747,236,22,262.5,17.0
318,112,全职,高级,产品经理,新加坡,19,25,0,32,2,0,互联网,200,未融资,3,5,1,0.217,58,0.25,3.01,4.81,4.51,0.722,4.02,0.47,0.613,T2,840,804,256,74,338.51,22.0
319,112,全职,高级,算法工程师,新加坡,11,20,1,21,1,1,互联网,200,未融资,3,5,1,0.217,58,0.25,3.01,4.81,4.51,0.722,4.02,0.47,0.613,T2,769,724,216,61,327.44,15.5
320,112,全职,初级,后端开发,新加坡,18,28,0,34,1,1,互联网,200,未融资,3,5,1,0.217,58,0.25,3.01,4.81,4.51,0.722,4.02,0.47,0.613,T2,715,676,190,40,319.08,23.0
321,112,全职,初级,运营,杭州,27,29,0,11,2,0,互联网,200,未融资,3,5,1,0.217,58,0.25,3.01,4.81,4.51,0.722,4.02,0.47,0.613,T2,819,777,225,64,330.1,28.0
322,112,全职,高级,运营,杭州,15,22,1,21,2,0,互联网,200,未融资,3,5,1,0.217,58,0.25,3.01,4.81,4.51,0.722,4.02,0.47,0.613,T2,812,765,209,52,325.29,18.5
323,113,全职,高级,产品经理,深圳,36,38,0,20,2,0,制造业,100,C轮及以上,5,4,1,0.062,231,0.133,4.55,3.65,4.97,0.761,2.35,0.159,0.646,T1,896,864,257,30,282.89,37.0
324,113,全职,高级,前端开发,深圳,17,25,1,59,3,0,制造业,100,C轮及以上,5,4,1,0.062,231,0.133,4.55,3.65,4.97,0.761,2.35,0.159,0.646,T1,859,829,272,24,286.95,21.0
325,113,全职,初级,算法工程师,杭州,32,44,0,59,2,1,制造业,100,C轮及以上,5,4,1,0.062,231,0.133,4.55,3.65,4.97,0.761,2.35,0.159,0.646,T1,849,811,244,30,279.17,38.0
326,113,全职,初级,前端开发,北京,12,25,0,36,3,0,制造业,100,C轮及以上,5,4,1,0.062,231,0.133,4.55,3.65,4.97,0.761,2.35,0.159,0.646,T1,781,746,216,24,275.0,18.5
327,114,全职,高级,运营,广州,25,37,0,50,1,0,咨询,1000,天使轮,2,3,1,0.227,297,0.266,4.4,3.75,3.99,0.312,6.97,0.478,0.475,T3,788,740,220,54,314.99,31.0
328,114,全职,中级,算法工程师,深圳,25,35,0,37,1,1,咨询,1000,天使轮,2,3,1,0.227,297,0.266,4.4,3.75,3.99,0.312,6.97,0.478,0.475,T3,857,817,270,72,327.67,30.0
329,115,全职,初级,数据分析,深圳,16,20,0,44,3,1,金融,1000,未融资,1,2,0,0.287,296,0.279,4.23,3.3,2.7,0.576,6.78,0.148,0.324,T3,701,663,198,66,305.99,18.0
330,116,全职,初级,后端开发,新加坡,34,36,0,7,3,1,金融,200,天使轮,4,2,0,0.28,204,0.265,4.52,4.74,4.12,0.334,3.36,0.114,0.527,T1,782,745,215,45,360.93,35.0
331,116,全职,初级,数据分析,广州,38,49,1,31,2,1,金融,200,天使轮,4,2,0,0.28,204,0.265,4.52,4.74,4.12,0.334,3.36,0.114,0.527,T1,816,783,257,65,373.14,43.5
332,116,全职,初级,后端开发,上海,31,36,0,29,1,1,金融,200,天使轮,4,2,0,0.28,204,0.265,4.52,4.74,4.12,0.334,3.36,0.114,0.527,T1,779,728,241,65,368.74,33.5
333,116,全职,初级,产品经理,深圳,9,18,1,32,3,0,金融,200,天使轮,4,2,0,0.28,204,0.265,4.52,4.74,4.12,0.334,3.36,0.114,0.527,T1,724,681,207,61,358.34,13.5
334,116,全职,高级,产品经理,新加坡,21,23,1,34,1,0,金融,200,天使轮,4,2,0,0.28,204,0.265,4.52,4.74,4.12,0.334,3.36,0.114,0.527,T1,769,735,226,55,364.34,22.0
335,117,全职,中级,后端开发,上海,27,41,0,32,3,1,互联网,500,上市公司,4,5,1,0.125,83,0.059,4.03,4.11,4.06,0.703,2.19,0.302,0.604,T1,852,814,239,12,313.0,34.0
336,117,全职,中级,后端开发,广州,22,36,0,51,2,1,互联网,500,上市公司,4,5,1,0.125,83,0.059,4.03,4.11,4.06,0.703,2.19,0.302,0.604,T1,775,722,195,8,299.09,29.0
337,117,全职,高级,后端开发,深圳,39,50,0,17,3,1,互联网,500,上市公司,4,5,1,0.125,83,0.059,4.03,4.11,4.06,0.703,2.19,0.302,0.604,T1,861,813,241,16,313.57,44.5
338,118,全职,初级,后端开发,杭州,39,53,0,55,2,1,教育,50,A轮,3,1,0,0.341,292,0.247,4.41,3.22,4.1,0.39,5.95,0.597,0.514,T2,735,688,214,62,356.28,46.0
339,118,全职,高级,产品经理,上海,8,21,1,50,3,0,教育,50,A轮,3,1,0,0.341,292,0.247,4.41,3.22,4.1,0.39,5.95,0.597,0.514,T2,663,635,170,46,341.28,14.5
340,119,全职,中级,前端开发,北京,9,23,0,58,3,0,互联网,500,C轮及以上,4,3,0,0.07,178,0.153,4.87,3.25,3.27,0.421,5.15,0.187,0.411,T1,725,683,206,24,263.21,16.0
341,119,全职,中级,数据分析,深圳,20,24,0,59,3,1,互联网,500,C轮及以上,4,3,0,0.07,178,0.153,4.87,3.25,3.27,0.421,5.15,0.187,0.411,T1,773,735,204,34,262.54,22.0
342,120,全职,中级,后端开发,上海,36,40,1,16,3,1,教育,200,上市公司,5,5,1,0.393,209,0.268,3.75,4.73,4.65,0.791,4.97,0.436,0.684,T1,868,826,234,64,408.49,38.0
343,120,全职,高级,前端开发,上海,9,13,1,34,3,0,教育,200,上市公司,5,5,1,0.393,209,0.268,3.75,4.73,4.65,0.791,4.97,0.436,0.684,T1,767,720,214,79,402.09,11.0
344,121,全职,初级,前端开发,深圳,20,22,0,34,3,0,金融,1000,未融资,5,3,1,0.476,138,0.209,4.42,2.53,4.9,0.533,6.31,0.187,0.42,T1,763,727,223,56,418.0,21.0
345,121,全职,中级,前端开发,新加坡,29,37,0,50,2,0,金融,1000,未融资,5,3,1,0.476,138,0.209,4.42,2.53,4.9,0.533,6.31,0.187,0.42,T1,797,756,205,44,412.74,33.0
346,121,全职,中级,算法工程师,上海,34,41,1,9,3,1,金融,1000,未融资,5,3,1,0.476,138,0.209,4.42,2.53,4.9,0.533,6.31,0.187,0.42,T1,859,826,253,54,418.0,37.5
347,121,全职,高级,前端开发,北京,24,35,1,44,1,0,金融,1000,未融资,5,3,1,0.476,138,0.209,4.42,2.53,4.9,0.533,6.31,0.187,0.42,T1,842,810,246,52,418.0,29.5
348,121,全职,中级,算法工程师,新加坡,19,31,1,28,2,1,金融,1000,未融资,5,3,1,0.476,138,0.209,4.42,2.53,4.9,0.533,6.31,0.187,0.42,T1,771,733,223,48,418.0,25.0
349,122,全职,中级,产品经理,上海,19,30,1,41,2,0,互联网,500,未融资,3,1,0,0.203,142,0.258,3.95,3.31,3.04,0.669,4.98,0.462,0.466,T2,758,716,193,47,315.76,24.5
350,122,全职,高级,后端开发,新加坡,8,21,1,31,1,1,互联网,500,未融资,3,1,0,0.203,142,0.258,3.95,3.31,3.04,0.669,4.98,0.462,0.466,T2,721,684,221,53,324.58,14.5
351,122,全职,中级,产品经理,北京,38,51,1,57,1,0,互联网,500,未融资,3,1,0,0.203,142,0.258,3.95,3.31,3.04,0.669,4.98,0.462,0.466,T2,812,782,241,61,330.23,44.5
352,123,全职,中级,前端开发,新加坡,35,47,1,14,1,0,零售,1000,未融资,5,1,0,0.283,120,0.175,4.35,3.89,2.72,0.482,2.34,0.353,0.488,T1,799,746,213,29,378.21,41.0
353,124,全职,初级,数据分析,新加坡,18,24,0,41,3,1,咨询,50,未融资,2,5,0,0.221,290,0.184,4.53,2.87,2.99,0.409,5.01,0.44,0.404,T3,748,715,183,33,301.93,21.0
354,124,全职,中级,运营,新加坡,22,26,0,58,3,0,咨询,50,未融资,2,5,0,0.221,290,0.184,4.53,2.87,2.99,0.409,5.01,0.44,0.404,T3,711,681,217,48,312.48,24.0
355,124,全职,高级,产品经理,上海,32,45,0,23,2,0,咨询,50,未融资,2,5,0,0.221,290,0.184,4.53,2.87,2.99,0.409,5.01,0.44,0.404,T3,833,797,204,30,308.66,38.5
356,124,全职,高级,前端开发,深圳,29,34,0,31,2,0,咨询,50,未融资,2,5,0,0.221,290,0.184,4.53,2.87,2.99,0.409,5.01,0.44,0.404,T3,796,755,221,48,313.61,31.5
357,125,全职,高级,运营,上海,32,44,1,7,1,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,3.09,2.73,4.55,0.638,2.49,0.201,0.375,T2,751,720,207,21,250.0,38.0
358,125,全职,初级,产品经理,北京,21,27,1,28,3,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,3.09,2.73,4.55,0.638,2.49,0.201,0.375,T2,726,685,204,20,250.0,24.0
359,125,全职,初级,运营,新加坡,23,33,0,20,3,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,3.09,2.73,4.55,0.638,2.49,0.201,0.375,T2,755,713,191,14,250.0,28.0
360,125,全职,中级,数据分析,上海,27,33,1,25,3,1,制造业,1000,未融资,3,1,0,0.053,116,0.086,3.09,2.73,4.55,0.638,2.49,0.201,0.375,T2,817,774,202,12,250.0,30.0
361,125,全职,中级,产品经理,深圳,10,21,1,23,2,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,3.09,2.73,4.55,0.638,2.49,0.201,0.375,T2,664,636,195,21,250.0,15.5
362,126,全职,中级,前端开发,北京,27,38,0,25,2,0,教育,1000,天使轮,2,4,0,0.224,261,0.246,4.29,4.54,4.19,0.308,5.44,0.473,0.561,T2,735,696,215,57,312.74,32.5
363,126,全职,高级,前端开发,广州,25,34,1,20,1,0,教育,1000,天使轮,2,4,0,0.224,261,0.246,4.29,4.54,4.19,0.308,5.44,0.473,0.561,T2,780,736,220,58,314.17,29.5
364,127,全职,初级,数据分析,深圳,14,27,1,50,1,1,零售,100,上市公司,1,2,1,0.406,197,0.155,3.45,4.74,4.09,0.461,4.53,0.598,0.582,T3,762,711,209,31,329.5,20.5
365,128,全职,高级,后端开发,广州,36,43,0,46,3,1,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,4.34,4.56,3.5,0.346,1.0,0.433,0.593,T2,840,802,253,44,344.51,39.5
366,128,全职,中级,运营,新加坡,17,31,0,39,1,0,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,4.34,4.56,3.5,0.346,1.0,0.433,0.593,T2,869,820,223,35,336.7,24.0
367,128,全职,高级,后端开发,新加坡,13,21,0,19,1,1,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,4.34,4.56,3.5,0.346,1.0,0.433,0.593,T2,829,782,246,46,342.77,17.0
368,128,全职,初级,运营,杭州,24,38,1,36,1,0,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,4.34,4.56,3.5,0.346,1.0,0.433,0.593,T2,838,785,221,33,336.14,31.0
369,129,全职,中级,数据分析,上海,12,15,1,38,1,1,制造业,3000,A轮,1,3,1,0.096,143,0.246,3.94,4.75,3.94,0.687,3.83,0.347,0.623,T3,765,724,219,46,247.69,13.5
370,130,全职,初级,产品经理,北京,29,39,1,20,2,0,互联网,100,A轮,1,4,0,0.431,212,0.2,4.55,3.88,3.27,0.861,2.73,0.562,0.706,T3,803,757,210,43,333.29,34.0
371,130,全职,高级,产品经理,广州,38,48,0,32,2,0,互联网,100,A轮,1,4,0,0.431,212,0.2,4.55,3.88,3.27,0.861,2.73,0.562,0.706,T3,780,739,229,46,338.37,43.0
372,131,全职,高级,运营,深圳,21,34,1,29,2,0,制造业,1000,上市公司,2,5,1,0.289,148,0.1,3.25,4.53,3.69,0.897,2.64,0.108,0.528,T3,811,759,231,17,332.96,27.5
373,131,全职,高级,后端开发,上海,20,26,1,17,3,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,3.25,4.53,3.69,0.897,2.64,0.108,0.528,T3,810,772,229,24,332.42,23.0
374,131,全职,高级,数据分析,广州,38,40,1,31,1,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,3.25,4.53,3.69,0.897,2.64,0.108,0.528,T3,834,799,241,18,335.58,39.0
375,131,全职,中级,算法工程师,上海,22,31,1,50,1,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,3.25,4.53,3.69,0.897,2.64,0.108,0.528,T3,818,763,236,19,334.28,26.5
376,132,全职,中级,前端开发,杭州,9,17,0,47,2,0,咨询,200,上市公司,3,1,1,0.429,162,0.198,4.25,3.46,4.48,0.515,4.41,0.465,0.56,T2,772,734,205,31,368.45,13.0
377,132,全职,高级,算法工程师,杭州,28,38,0,10,2,1,咨询,200,上市公司,3,1,1,0.429,162,0.198,4.25,3.46,4.48,0.515,4.41,0.465,0.56,T2,762,721,198,35,366.18,33.0
378,132,全职,高级,后端开发,杭州,21,31,0,56,2,1,咨询,200,上市公司,3,1,1,0.429,162,0.198,4.25,3.46,4.48,0.515,4.41,0.465,0.56,T2,727,696,193,38,364.51,26.0
379,132,全职,中级,运营,广州,17,19,0,38,1,0,咨询,200,上市公司,3,1,1,0.429,162,0.198,4.25,3.46,4.48,0.515,4.41,0.465,0.56,T2,748,718,208,40,369.39,18.0
380,133,全职,初级,后端开发,新加坡,38,48,1,44,3,1,零售,1000,A轮,5,1,0,0.311,152,0.152,3.56,4.17,4.95,0.377,2.6,0.544,0.588,T1,781,744,203,34,381.53,43.0
381,133,全职,中级,算法工程师,北京,30,38,0,49,1,1,零售,1000,A轮,5,1,0,0.311,152,0.152,3.56,4.17,4.95,0.377,2.6,0.544,0.588,T1,752,723,212,34,384.64,34.0
382,133,全职,高级,前端开发,广州,9,12,1,46,1,0,零售,1000,A轮,5,1,0,0.311,152,0.152,3.56,4.17,4.95,0.377,2.6,0.544,0.588,T1,724,687,175,18,370.89,10.5
383,133,全职,中级,算法工程师,杭州,19,29,1,28,3,1,零售,1000,A轮,5,1,0,0.311,152,0.152,3.56,4.17,4.95,0.377,2.6,0.544,0.588,T1,707,679,213,28,384.97,24.0
384,133,全职,高级,产品经理,新加坡,26,40,0,26,1,0,零售,1000,A轮,5,1,0,0.311,152,0.152,3.56,4.17,4.95,0.377,2.6,0.544,0.588,T1,792,757,230,29,390.48,33.0
385,134,全职,高级,数据分析,新加坡,13,18,0,28,1,1,制造业,200,A轮,5,1,1,0.302,140,0.167,4.71,4.97,4.83,0.51,5.55,0.131,0.629,T1,748,704,209,37,381.51,15.5
386,134,全职,中级,数据分析,杭州,30,42,0,59,1,1,制造业,200,A轮,5,1,1,0.302,140,0.167,4.71,4.97,4.83,0.51,5.55,0.131,0.629,T1,832,800,233,36,389.3,36.0
387,134,全职,初级,算法工程师,北京,24,32,0,28,3,1,制造业,200,A轮,5,1,1,0.302,140,0.167,4.71,4.97,4.83,0.51,5.55,0.131,0.629,T1,801,755,217,43,384.2,28.0
388,134,全职,初级,算法工程师,广州,22,36,0,47,2,1,制造业,200,A轮,5,1,1,0.302,140,0.167,4.71,4.97,4.83,0.51,5.55,0.131,0.629,T1,807,759,218,33,384.53,29.0
389,134,全职,高级,产品经理,新加坡,15,27,1,22,2,0,制造业,200,A轮,5,1,1,0.302,140,0.167,4.71,4.97,4.83,0.51,5.55,0.131,0.629,T1,783,752,220,38,385.19,21.0
390,135,全职,高级,前端开发,杭州,21,24,0,41,1,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,4.86,3.06,4.83,0.793,0.96,0.325,0.701,T3,692,590,146,19,225.0,22.5
391,135,全职,高级,产品经理,杭州,39,47,1,18,1,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,4.86,3.06,4.83,0.793,0.96,0.325,0.701,T3,833,789,232,11,251.68,43.0
392,135,全职,初级,产品经理,新加坡,24,29,1,43,2,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,4.86,3.06,4.83,0.793,0.96,0.325,0.701,T3,745,710,198,8,242.39,26.5
393,136,全职,初级,产品经理,广州,32,34,0,26,1,0,咨询,100,B轮,1,3,0,0.125,255,0.103,4.99,3.47,3.51,0.344,4.79,0.202,0.443,T3,736,672,188,19,254.22,33.0
394,136,全职,初级,后端开发,广州,30,39,0,25,1,1,咨询,100,B轮,1,3,0,0.125,255,0.103,4.99,3.47,3.51,0.344,4.79,0.202,0.443,T3,780,729,184,19,252.96,34.5
395,136,全职,初级,算法工程师,广州,21,33,1,36,2,1,咨询,100,B轮,1,3,0,0.125,255,0.103,4.99,3.47,3.51,0.344,4.79,0.202,0.443,T3,733,690,202,19,258.43,27.0
396,136,全职,高级,后端开发,深圳,17,21,0,10,3,1,咨询,100,B轮,1,3,0,0.125,255,0.103,4.99,3.47,3.51,0.344,4.79,0.202,0.443,T3,659,624,185,21,253.27,19.0
397,137,全职,初级,后端开发,广州,9,17,0,13,2,1,金融,500,C轮及以上,3,4,0,0.487,66,0.12,4.59,3.7,3.67,0.866,5.76,0.383,0.62,T2,723,679,218,22,380.0,13.0
398,137,全职,中级,前端开发,深圳,33,43,0,48,1,0,金融,500,C轮及以上,3,4,0,0.487,66,0.12,4.59,3.7,3.67,0.866,5.76,0.383,0.62,T2,809,761,234,28,380.0,38.0
399,138,全职,初级,运营,杭州,29,40,1,36,1,0,零售,50,未融资,4,2,0,0.153,67,0.228,4.51,2.85,4.26,0.439,4.87,0.425,0.483,T1,736,693,210,59,317.98,34.5
400,138,全职,中级,运营,北京,9,13,0,27,2,0,零售,50,未融资,4,2,0,0.153,67,0.228,4.51,2.85,4.26,0.439,4.87,0.425,0.483,T1,676,643,184,42,308.94,11.0
401,139,全职,中级,前端开发,上海,9,17,0,20,3,0,制造业,100,B轮,2,3,0,0.49,222,0.053,3.43,2.7,4.81,0.89,3.73,0.251,0.49,T3,710,670,192,8,354.2,13.0
402,139,全职,初级,算法工程师,广州,25,33,0,21,1,1,制造业,100,B轮,2,3,0,0.49,222,0.053,3.43,2.7,4.81,0.89,3.73,0.251,0.49,T3,741,700,199,17,356.42,29.0
403,139,全职,高级,前端开发,广州,13,27,1,15,3,0,制造业,100,B轮,2,3,0,0.49,222,0.053,3.43,2.7,4.81,0.89,3.73,0.251,0.49,T3,739,704,192,13,354.2,20.0
404,139,全职,初级,数据分析,新加坡,34,46,0,30,3,1,制造业,100,B轮,2,3,0,0.49,222,0.053,3.43,2.7,4.81,0.89,3.73,0.251,0.49,T3,781,742,220,11,361.0,40.0
405,140,全职,高级,前端开发,北京,22,36,0,38,1,0,互联网,100,上市公司,1,3,0,0.289,165,0.152,3.67,4.57,2.85,0.787,6.68,0.33,0.495,T3,750,716,205,38,308.43,29.0
406,140,全职,高级,数据分析,新加坡,8,14,1,11,3,1,互联网,100,上市公司,1,3,0,0.289,165,0.152,3.67,4.57,2.85,0.787,6.68,0.33,0.495,T3,648,613,167,19,296.41,11.0
407,141,全职,中级,前端开发,上海,28,37,1,27,1,0,金融,500,A轮,5,2,1,0.111,142,0.281,3.93,4.94,3.26,0.766,2.45,0.24,0.608,T1,794,757,218,72,312.81,32.5
408,141,全职,初级,前端开发,广州,34,39,1,12,3,0,金融,500,A轮,5,2,1,0.111,142,0.281,3.93,4.94,3.26,0.766,2.45,0.24,0.608,T1,862,820,233,66,317.57,36.5
409,141,全职,高级,后端开发,广州,17,20,1,51,1,1,金融,500,A轮,5,2,1,0.111,142,0.281,3.93,4.94,3.26,0.766,2.45,0.24,0.608,T1,808,767,216,69,312.15,18.5
410,141,全职,初级,运营,杭州,32,40,1,18,3,0,金融,500,A轮,5,2,1,0.111,142,0.281,3.93,4.94,3.26,0.766,2.45,0.24,0.608,T1,798,754,237,80,318.79,36.0
411,141,全职,初级,后端开发,广州,34,47,1,14,3,1,金融,500,A轮,5,2,1,0.111,142,0.281,3.93,4.94,3.26,0.766,2.45,0.24,0.608,T1,848,814,253,78,323.47,40.5
412,142,全职,初级,数据分析,新加坡,37,39,1,17,2,1,金融,50,B轮,3,2,0,0.095,261,0.078,4.55,3.51,2.85,0.423,0.62,0.285,0.474,T2,773,746,215,15,273.33,38.0
413,142,全职,中级,后端开发,杭州,31,33,0,11,3,1,金融,50,B轮,3,2,0,0.095,261,0.078,4.55,3.51,2.85,0.423,0.62,0.285,0.474,T2,770,740,205,17,270.23,32.0
414,142,全职,中级,运营,北京,21,33,1,56,1,0,金融,50,B轮,3,2,0,0.095,261,0.078,4.55,3.51,2.85,0.423,0.62,0.285,0.474,T2,748,713,201,18,268.95,27.0
415,142,全职,中级,后端开发,上海,15,26,0,16,2,1,金融,50,B轮,3,2,0,0.095,261,0.078,4.55,3.51,2.85,0.423,0.62,0.285,0.474,T2,726,689,221,22,275.13,20.5
416,143,全职,高级,运营,新加坡,15,29,1,45,1,0,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,4.83,2.72,4.03,0.206,3.31,0.18,0.375,T3,680,642,172,29,271.59,22.0
417,143,全职,中级,数据分析,北京,17,22,0,17,1,1,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,4.83,2.72,4.03,0.206,3.31,0.18,0.375,T3,596,424,96,15,237.5,19.5
